iter	MAE
190	35.84226646
191	35.83440668
192	35.81741694
193	35.8066749
194	35.79149307
195	35.78237728
196	35.77169679
197	35.76193562
198	35.75095454
199	35.74358577
200	35.73577045
201	35.72781638
202	35.71799048
203	35.70764185
204	35.69800081
205	35.68817699
206	35.68199464
207	35.67072775
208	35.66357615
209	35.65317934
210	35.6411233
211	35.63108596
212	35.62104362
213	35.6143731
214	35.60446344
215	35.59524401
216	35.58423523
217	35.57568263
218	35.56951012
219	35.5613882
220	35.55799342
221	35.5482002
222	35.53978571
223	35.53129889
224	35.52409297
225	35.51245509
226	35.50365903
227	35.50018869
228	35.49000094
229	35.48036627
230	35.47583325
231	35.46861426
232	35.46185923
233	35.45445499
234	35.44563332
235	35.43734173
236	35.43098115
237	35.42600699
238	35.42084884
239	35.41161664
240	35.40297908
241	35.398448
242	35.39171884
243	35.38602812
244	35.38009338
245	35.3714715
246	35.36432663
247	35.35493109
248	35.34823845
249	35.33716098
250	35.32654778
251	35.3189991
252	35.31057004
253	35.30316396
254	35.2995102
255	35.29114619
256	35.28421455
257	35.27349077
258	35.26843553
259	35.26150614
260	35.25237687
261	35.24665147
262	35.23943345
263	35.22939366
264	35.2233916
265	35.21738628
266	35.20979608
267	35.20268	35.268	35.18269	35.269	35.18270	35.270	35.1271	35.0271	35.1272	35.0272	35.15818131
273	35.1523435
274	35.14669875
275	35.13770943
276	35.12710153
277	35.12228005
278	35.11633162
279	35.10280	35.280	35.10259168
281	35.09282	34.282	35.0848197
283	35.07754517
284	35.07111963
285	35.06465651
286	35.05623977
287	35.04931195
288	35.04329111
289	35.03569825
290	35.03056406
291	35.02436215
292	35.01663713
293	35.00983846
294	35.00189696
295	34.99646561
296	34.99387151
297	34.98640569
298	34.97839265
299	34.300	34.8300	34.9301	34.8301	34.9302	34.302	34.94303	34.303	34.94304	34.304	34.93305	34.305	34.93306	34.306	34.92307	34.307	34.92308	34.308	34.91309	34.309	34.90310	34.310	34.90311	34.311	34.89657365
312	34.8904224
313	34.88342542
314	34.87678305
315	34.86810725
316	34.85909123
317	34.85211703
318	34.8486337
319	34.84373456
320	34.83576402
321	34.83007198
322	34.82384669
323	34.81553867
324	34.80923204
325	34.80320325
326	34.7962506
327	34.78761461
328	34.78461184
329	34.7765424
330	34.77248738
331	34.76501859
332	34.75946412
333	34.75234949
334	34.74805478
335	34.74198252
336	34.73770493
337	34.73306481
338	34.72414331
339	34.71536748
340	34.7087998
341	34.70189803
342	34.69630172
343	34.69034167
344	34.6860345	345	34.67649402
346	34.66910861
347	34.66581317
348	34.6581317
349	34.65187366
350	34.644854351351	34.640456352352	34.63044702
353	34.6250269
354	34.6210804
355	34.61140194
356	34.60409082
357	34.5984321
358	34.58827761
359	34.58140242
360	34.57316923
361	34.56966304
362	34.56291612
363	34.55641953
364	34.54891058
365	34.54383307
366	34.53800162
367	34.5321576
368	34.526002
369	34.52051478
370	34.51531031
371	34.507238683372	34.500510663373	34.493242013374	34.485062313375	34.478700633376	34.469943513377	34.463779253378	34.45715231
379	34.45411573
380	34.44965495
381	34.44134415
382	34.4361078
383	34.42937744
384	34.42090807
385	34.41475243
386	34.40950335
387	34.40373737
388	34.39773783
389	34.39094354
390	34.38307792
391	34.37756714
392	34.37253655
393	34.36482459
394	34.35973759
395	34.35418312
396	34.34892588
397	34.34184341
398	34.33663348
399	34.33120279
400	34.32567517
401	34.31843024
402	34.31331545
403	34.307398
404	34.299916
405	34.29127626
406	34.28562237
407	34.27693189
408	34.27067248
409	34.26540105
410	34.26194299
411	34.25518093
412	34.24786777
413	34.24116866
414	34.23436216
415	34.22713228
416	34.22116551
417	34.21339937
418	34.20936498
419	34.20321825
420	34.19964311
421	34.19236758
422	34.18534075
423	34.181895
424	34.1766363
425	34.17112717
426	34.1644776
427	34.15985598
428	34.15323224
429	34.14710848
430	34.14144402
431	34.13709912
432	34.13220954
433	34.12431212
434	34.12095728
435	34.11361294
436	34.10782991
437	34.10216796
438	34.0968419
439	34.08862988
440	34.08477408
441	34.07829009
442	34.07179951
443	34.0670433
444	34.06145499
445	34.05650745
446	34.05284707
447	34.04697908
448	34.0422442
449	34.03264809
450	34.02701092
451	34.02176698
452	34.01663317
453	34.00950863
454	34.00449575
455	34.0008394
456	33.99789365
457	33.99263535
458	33.98763386
459	33.98334949
460	33.97677649
461	33.9682757
462	33.96596549
463	33.96201634
464	33.95480518
465	33.9480667
466	33.94061531
467	33.93648908
468	33.93273919
469	33.92822822
470	33.92328292
471	33.91893962
472	33.91256187
473	33.9084748
474	33.90348038
475	33.89673964
476	33.89294249
477	33.88673804
478	33.8827858
479	33.87774393
480	33.87436096
481	33.86719016
482	33.86144624
483	33.85650605
484	33.8506665
485	33.84550153
486	33.84126407
487	33.83522146
488	33.8300741
489	33.82250712
490	33.81963088
491	33.8138338
492	33.80923955
493	33.80336376
494	33.79774244
495	33.79348436
496	33.78926341
497	33.78559631
498	33.78050114
499	33.77419816
66859953
	33.51860203
