iter	MAE
743	28.08475439
744	28.07806815
745	28.07222376
746	28.0663792
747	28.06000439
748	28.05510678
749	28.04665643
750	28.04396216
751	28.03841858
752	28.03432966
753	28.02751213
754	28.0230509
755	28.01729235
756	28.01234157
757	28.00596875
758	28.00068816
759	27.99514666
760	27.99001396
761	27.9853573
762	27.98060658
763	27.97509482
764	27.9706876
765	27.96442423
766	27.95927265
767	27.95267049
768	27.9469108
769	27.94068108
770	27.93686637
771	27.93208493
772	27.92680959
773	27.92237908
774	27.91802405
775	27.91305927
776	27.90753288
777	27.90207929
778	27.89669252
779	27.89187524
780	27.88514804
781	27.87853647
782	27.87353009
783	27.8695612
784	27.86447107
785	27.85838821
786	27.85407827
787	27.84925166
788	27.84355016
789	27.83843761
790	27.83377331
791	27.8277944
792	27.82378491
793	27.81805553
794	27.8113018
795	27.80627307
796	27.80098351
797	27.79563845
798	27.79248958
799	27.78728976
800	27.78262065
801	27.77815065
802	27.77363107
803	27.76974351
804	27.76536096
805	27.76055012
806	27.75493357
807	27.74870385
808	27.74456141
809	27.73900954
810	27.73352918
811	27.72845297
812	27.7240857
813	27.72064641
814	27.71599517
815	27.71231281
816	27.70944987
817	27.70471005
818	27.69931384
819	27.69515486
820	27.69027358
821	27.6862693
822	27.68028815
823	27.6759785
824	27.67121502
825	27.66417105
826	27.65789897
827	27.6541888
828	27.64961528
829	27.64608138
830	27.64239443
831	27.63733156
832	27.6333761
833	27.62983047
834	27.62442804
835	27.62083826
836	27.61416302
837	27.60828202
838	27.60350789
839	27.59638613
840	27.59241305
841	27.58702478
842	27.58207739
843	27.57705984
844	27.57215091
845	27.56668097
846	27.56168421
847	27.55588302
848	27.54977492
849	27.54535211
850	27.54113289
851	27.53765403
852	27.53291639
853	27.52601417
854	27.52144474
855	27.51630461
856	27.51092548
857	27.5076091
858	27.50439797
859	27.49938328
860	27.49565119
861	27.49178865
862	27.48822237
863	27.48208308
864	27.47633169
865	27.47190275
866	27.46625405
867	27.46203815
868	27.45778253
869	27.4531967
870	27.44810666
871	27.44305735
872	27.43828448
873	27.43322835
874	27.42831881
875	27.42370715
876	27.4191584
877	27.41321463
878	27.40926534
879	27.40446896
880	27.39865796
881	27.39569319
882	27.38960316
883	27.38545126
884	27.38175653
885	27.37781683
886	27.37334858
887	27.36897279
888	27.36410974
889	27.35887114
890	27.35361129
891	27.34997742
892	27.34461536
893	27.34021565
894	27.33543349
895	27.33066978
896	27.32721774
897	27.32143733
898	27.31529819
899	27.3126588
900	27.3082246
901	27.3035861
902	27.29970615
903	27.29342012
904	27.29016955
905	27.2873654
906	27.28341008
907	27.27878255
908	27.27620008
909	27.27284378
910	27.26923584
911	27.26588954
912	27.26298531
913	27.25763889
914	27.25193748
915	27.24620618
916	27.24204949
917	27.23793777
918	27.23460556
919	27.2287427
920	27.22447188
921	27.21908551
922	27.21560254
923	27.21211629
924	27.20757364
925	27.20298418
926	27.19443844
927	27.19091434
928	27.1861218
929	27.18197693
930	27.17635203
931	27.17162857
932	27.16674471
933	27.16337934
934	27.15893464
935	27.15552071
936	27.15205112
937	27.14679095
938	27.14270024
939	27.13800625
940	27.13329127
941	27.13004852
942	27.1249331
943	27.12026242
944	27.1152071
945	27.10973064
946	27.10670974
947	27.10371365
948	27.09883003
949	27.09491136
950	27.09078498
951	27.08679104
952	27.08247668
953	27.07887917
954	27.0751102
955	27.07192706
956	27.0677291
957	27.06423738
958	27.06072905
959	27.05580184
960	27.05193345
961	27.04515406
962	27.04228635
963	27.0387623
964	27.03409201
965	27.02914504
966	27.0231954
967	27.01886261
968	27.01581315
969	27.013017
970	27.00739242
971	27.00362359
972	26.99702496
973	26.9919604
974	26.98712687
975	26.98203854
976	26.97838353
977	26.9754558
978	26.9719758
979	26.96721356
980	26.96353648
981	26.9598485
982	26.95489313
983	26.95127151
984	26.94603519
985	26.94306143
986	26.93866596
987	26.93435318
988	26.93063515
989	26.92632425
990	26.92182596
991	26.91741746
992	26.91338918
993	26.90934215
994	26.90744938
995	26.90323664
996	26.89824174
997	26.89632724
998	26.89210597
999	26.88908755
